Time(s),HeartRate(1/min),Glucose-BloodConcentration(mg/dL),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),AchievedExerciseLevel
31402.02,71.169758,164.790934,17.543860,116.646474,76.492931,0,0
31403.02,71.165443,164.790724,17.543860,116.646990,76.494368,0,0
31404.02,71.185071,164.791094,17.543860,116.651322,76.493280,0,0
31405.02,71.167998,164.791945,17.543860,116.647924,76.495131,0,0
31406.02,71.164406,164.792419,17.543860,116.648466,76.496385,0,0
31407.02,71.185161,164.792346,17.543860,116.653555,76.495183,0,0
31408.02,71.183788,164.791975,17.543860,116.652441,76.495051,0,0
31409.02,71.166851,164.791722,17.543860,116.648996,76.496796,0,0
31410.02,71.185099,164.791972,17.543860,116.654619,76.496523,0,0
31411.02,71.183033,164.792809,17.543860,116.653247,76.496344,0,0
31412.02,71.166215,164.793351,17.543860,116.649782,76.498007,0,0
31413.02,71.164020,164.793345,17.543860,116.650444,76.498947,0,0
31414.02,71.185450,164.792972,17.543860,116.655433,76.497462,0,0
31415.02,71.182670,164.792671,17.543860,116.653828,76.497261,0,0
31416.02,71.164417,164.792806,17.647059,116.651118,76.499687,0,0
31417.02,71.185613,164.793601,17.647059,116.655968,76.498140,0,0
31418.02,71.180904,164.794200,17.647059,116.653906,76.498043,0,0
31419.02,71.163892,164.794261,17.647059,116.650396,76.499630,0,0
31420.02,71.163291,164.793897,17.647059,116.651240,76.500241,0,0
31421.02,71.184623,164.793543,17.647059,116.655866,76.498457,0,0
31422.02,71.162187,164.793564,17.647059,116.649630,76.499504,0,0
31423.02,71.163291,164.794289,17.647059,116.650476,76.499636,0,0
31424.02,71.185142,164.794925,17.647059,116.654757,76.497416,0,0
31425.02,71.178313,164.795036,17.647059,116.651587,76.496900,0,0
31426.02,71.162584,164.794678,17.647059,116.647828,76.497832,0,0
31427.02,71.165394,164.794266,17.647059,116.648719,76.497511,0,0
31428.02,71.179689,164.794165,17.647059,116.649110,76.494300,0,0
31429.02,71.164538,164.794782,17.647059,116.645378,76.495039,0,0
31430.02,71.168825,164.795445,17.647059,116.646463,76.494447,0,0
31431.02,71.190667,164.795597,17.647059,116.650248,76.491768,0,0
31432.02,71.181812,164.795250,17.647059,116.646413,76.491152,0,0
31433.02,71.167073,164.794793,17.647059,116.642848,76.491869,0,0
31434.02,71.172638,164.794592,17.647059,116.644237,76.491165,0,0
31435.02,71.183881,164.795084,17.647059,116.643913,76.488069,0,0
31436.02,71.169481,164.795777,17.647059,116.640587,76.488865,0,0
31437.02,71.176218,164.795990,17.647059,116.642326,76.488135,0,0
31438.02,71.196506,164.795676,17.647059,116.645810,76.485619,0,0
31439.02,71.185473,164.795197,17.647059,116.641775,76.485381,0,0
31440.02,71.171430,164.794930,17.647059,116.638710,76.486288,0,0
31441.02,71.198442,164.795301,17.647059,116.644077,76.483206,0,0
31442.02,71.186473,164.796024,17.647059,116.640003,76.483186,0,0
31443.02,71.172852,164.796317,17.647059,116.637197,76.484199,0,0
31444.02,71.181893,164.796066,17.647059,116.639616,76.483463,0,0
31445.02,71.199709,164.795582,17.647059,116.642638,76.481282,0,0
31446.02,71.186922,164.795272,17.647059,116.638539,76.481465,0,0
31447.02,71.184038,164.795539,17.647059,116.638715,76.481802,0,0
31448.02,71.200419,164.796283,17.647059,116.641433,76.479790,0,0
31449.02,71.186922,164.796661,17.647059,116.637319,76.480154,0,0
31450.02,71.174405,164.796496,17.647059,116.635013,76.481310,0,0
31451.02,71.185837,164.796026,17.647059,116.638036,76.480507,0,0
31452.02,71.200691,164.795680,17.647059,116.640413,76.478656,0,0
31453.02,71.174735,164.795849,17.647059,116.634233,76.480371,0,0
31454.02,71.187371,164.796605,17.647059,116.637528,76.479509,0,0
31455.02,71.200627,164.797065,17.647059,116.639538,76.477814,0,0
31456.02,71.185975,164.796989,17.647059,116.635422,76.478482,0,0
31457.02,71.174882,164.796550,17.647059,116.633607,76.479684,0,0
31458.02,71.188704,164.796176,17.647059,116.637156,76.478749,0,0
31459.02,71.185190,164.796248,17.647059,116.634675,76.477999,0,0
31460.02,71.174912,164.796994,17.647059,116.633107,76.479194,0,0
31461.02,71.189886,164.797539,17.647059,116.636890,76.478177,0,0
31462.02,71.199806,164.797547,17.647059,116.638113,76.476776,0,0
31463.02,71.184281,164.797146,17.647059,116.634029,76.477682,0,0
31464.02,71.174879,164.796754,17.647059,116.632708,76.478852,0,0
31465.02,71.199166,164.796736,17.647059,116.637516,76.476483,0,0
31466.02,71.183300,164.797439,17.647059,116.633460,76.477485,0,0
31467.02,71.174831,164.798064,17.647059,116.632387,76.478611,0,0
31468.02,71.191957,164.798159,17.647059,116.636567,76.477405,0,0
31469.02,71.198441,164.797795,17.647059,116.636963,76.476276,0,0
31470.02,71.182294,164.797390,17.647059,116.632940,76.477357,0,0
31471.02,71.192914,164.797298,17.647059,116.636450,76.477110,0,0
31472.02,71.197675,164.797926,17.647059,116.636426,76.476108,0,0
31473.02,71.181307,164.798617,17.647059,116.632445,76.477258,0,0
31474.02,71.174859,164.798801,17.543860,116.631867,76.478250,0,0
31475.02,71.194061,164.798482,17.543860,116.636386,76.476820,0,0
31476.02,71.198397,164.798062,17.543860,116.636221,76.475839,0,0
31477.02,71.182393,164.797911,17.543860,116.632380,76.477017,0,0
31478.02,71.196558,164.798449,17.543860,116.636820,76.476666,0,0
31479.02,71.199901,164.799193,17.543860,116.636634,76.475957,0,0
31480.02,71.183497,164.799470,17.543860,116.633034,76.477446,0,0
31481.02,71.178022,164.799222,17.543860,116.633093,76.478739,0,0
31482.02,71.197669,164.798805,17.543860,116.638143,76.477685,0,0
31483.02,71.199657,164.798615,17.543860,116.637997,76.477394,0,0
31484.02,71.177335,164.799071,17.543860,116.635040,76.480809,0,0
31485.02,71.196963,164.799872,17.543860,116.640302,76.479976,0,0
31486.02,71.197777,164.800248,17.543860,116.640080,76.479970,0,0
31487.02,71.180518,164.800093,17.543860,116.636857,76.482025,0,0
31488.02,71.175500,164.799701,17.543860,116.637418,76.483664,0,0
31489.02,71.195330,164.799480,17.543860,116.642735,76.482865,0,0
31490.02,71.177901,164.799846,17.543860,116.639068,76.485034,0,0
31491.02,71.173460,164.800691,17.543860,116.639693,76.486592,0,0
31492.02,71.193650,164.801159,17.543860,116.644962,76.485686,0,0
31493.02,71.192795,164.801089,17.543860,116.644236,76.485756,0,0
31494.02,71.175561,164.800721,17.543860,116.640944,76.487749,0,0
31495.02,71.171814,164.800468,17.543860,116.641591,76.489143,0,0
31496.02,71.190891,164.800725,17.543860,116.645752,76.488068,0,0
31497.02,71.173805,164.801574,17.543860,116.642394,76.489947,0,0
31498.02,71.170788,164.802123,17.543860,116.643067,76.491156,0,0
31499.02,71.191790,164.802124,17.543860,116.648175,76.489909,0,0
31500.02,71.189597,164.801768,17.543860,116.646867,76.489838,0,0
31501.02,71.172662,164.801478,17.543860,116.643466,76.491610,0,0
31502.02,71.191702,164.801621,17.543860,116.649231,76.491249,0,0
31503.02,71.188830,164.802432,17.543860,116.647671,76.491131,0,0
31504.02,71.172030,164.803047,17.543860,116.644253,76.492820,0,0
31505.02,71.170423,164.803119,17.543860,116.645048,76.493713,0,0
31506.02,71.192026,164.802770,17.543860,116.650039,76.492189,0,0
31507.02,71.188455,164.802438,17.543860,116.648251,76.492050,0,0
31508.02,71.170830,164.802478,17.647059,116.645724,76.494453,0,0
31509.02,71.192126,164.803222,17.647059,116.650561,76.492872,0,0
31510.02,71.186660,164.803888,17.647059,116.648326,76.492837,0,0
31511.02,71.169714,164.804029,17.647059,116.644873,76.494445,0,0
31512.02,71.169723,164.803699,17.647059,116.645851,76.495005,0,0
31513.02,71.191077,164.803321,17.647059,116.650443,76.493192,0,0
31514.02,71.168033,164.803260,17.647059,116.644109,76.494314,0,0
31515.02,71.169761,164.803909,17.647059,116.645089,76.494391,0,0
31516.02,71.191545,164.804605,17.647059,116.649314,76.492146,0,0
31517.02,71.184054,164.804796,17.647059,116.645998,76.491686,0,0
31518.02,71.168465,164.804483,17.647059,116.642305,76.492627,0,0
31519.02,71.171909,164.804052,17.647059,116.643327,76.492246,0,0
31520.02,71.193819,164.803883,17.647059,116.647230,76.489675,0,0
31521.02,71.170462,164.804404,17.647059,116.639847,76.489812,0,0
31522.02,71.175392,164.805117,17.647059,116.641062,76.489156,0,0
31523.02,71.196974,164.805348,17.647059,116.644746,76.486466,0,0
31524.02,71.187574,164.805055,17.647059,116.640797,76.485898,0,0
31525.02,71.173045,164.804588,17.647059,116.637307,76.486615,0,0
31526.02,71.179259,164.804328,17.647059,116.638824,76.485844,0,0
31527.02,71.189656,164.804710,17.647059,116.638282,76.482793,0,0
31528.02,71.175501,164.805439,17.647059,116.635037,76.483585,0,0
31529.02,71.182891,164.805729,17.647059,116.636903,76.482788,0,0
31530.02,71.202705,164.805478,17.647059,116.640240,76.480281,0,0
31531.02,71.191259,164.804996,17.647059,116.636133,76.480088,0,0
31532.02,71.177492,164.804679,17.647059,116.633155,76.480990,0,0
31533.02,71.204593,164.804936,17.647059,116.638484,76.477860,0,0
31534.02,71.192262,164.805677,17.647059,116.634356,76.477887,0,0
31535.02,71.178947,164.806046,17.647059,116.631644,76.478893,0,0
31536.02,71.188644,164.805866,17.647059,116.634191,76.478092,0,0
31537.02,71.205813,164.805388,17.647059,116.637033,76.475940,0,0
31538.02,71.192704,164.805034,17.647059,116.632895,76.476172,0,0
31539.02,71.190807,164.805188,17.647059,116.633299,76.476436,0,0
31540.02,71.206475,164.805929,17.647059,116.635826,76.474461,0,0
31541.02,71.192689,164.806382,17.647059,116.631686,76.474876,0,0
31542.02,71.180533,164.806293,17.647059,116.629485,76.476021,0,0
31543.02,71.192606,164.805837,17.647059,116.632632,76.475155,0,0
31544.02,71.206697,164.805455,17.647059,116.634809,76.473348,0,0
31545.02,71.180869,164.805518,17.647059,116.628722,76.475100,0,0
31546.02,71.194130,164.806247,17.647059,116.632136,76.474175,0,0
31547.02,71.206585,164.806781,17.647059,116.633939,76.472528,0,0
31548.02,71.191700,164.806783,17.647059,116.629814,76.473245,0,0
31549.02,71.181021,164.806368,17.647059,116.628114,76.474430,0,0
31550.02,71.195446,164.805964,17.647059,116.631774,76.473433,0,0
31551.02,71.190897,164.805941,17.647059,116.629079,76.472780,0,0
31552.02,71.181059,164.806636,17.647059,116.627628,76.473955,0,0
31553.02,71.196609,164.807249,17.647059,116.631514,76.472875,0,0
31554.02,71.205680,164.807338,17.647059,116.632522,76.471528,0,0
31555.02,71.189976,164.806970,17.647059,116.628441,76.472477,0,0
31556.02,71.181039,164.806555,17.647059,116.627240,76.473620,0,0
31557.02,71.205010,164.806455,17.647059,116.631921,76.471242,0,0
31558.02,71.188992,164.807082,17.647059,116.627873,76.472281,0,0
31559.02,71.181015,164.807768,17.647059,116.626919,76.473372,0,0
31560.02,71.198649,164.807943,17.647059,116.631177,76.472100,0,0
31561.02,71.204268,164.807623,17.647059,116.631352,76.471024,0,0
31562.02,71.187999,164.807201,17.647059,116.627342,76.472138,0,0
31563.02,71.181031,164.807040,17.647059,116.626637,76.473164,0,0
31564.02,71.203493,164.807572,17.647059,116.630799,76.470842,0,0
31565.02,71.187030,164.808312,17.647059,116.626838,76.472025,0,0
31566.02,71.181114,164.808576,17.647059,116.626385,76.472976,0,0
31567.02,71.200513,164.808311,17.647059,116.630912,76.471504,0,0
31568.02,71.202700,164.807881,17.647059,116.630261,76.470687,0,0
31569.02,71.186100,164.807670,17.543860,116.626362,76.471931,0,0
31570.02,71.201685,164.808095,17.543860,116.630854,76.471215,0,0
31571.02,71.203460,164.808869,17.543860,116.630072,76.470420,0,0
31572.02,71.187263,164.809217,17.543860,116.626322,76.471688,0,0
31573.02,71.183323,164.809023,17.543860,116.626402,76.472569,0,0
31574.02,71.204174,164.808592,17.543860,116.631293,76.471062,0,0
31575.02,71.204964,164.808338,17.543860,116.630496,76.470540,0,0
31576.02,71.184586,164.808667,17.543860,116.627440,76.473277,0,0
31577.02,71.205256,164.809471,17.543860,116.632612,76.472075,0,0
31578.02,71.204717,164.809909,17.543860,116.631862,76.471969,0,0
31579.02,71.187660,164.809810,17.543860,116.628625,76.473903,0,0
31580.02,71.183973,164.809409,17.543860,116.629396,76.475325,0,0
31581.02,71.204536,164.809131,17.543860,116.634756,76.474347,0,0
31582.02,71.185534,164.809372,17.543860,116.630827,76.476650,0,0
31583.02,71.182227,164.810203,17.543860,116.631775,76.478148,0,0
31584.02,71.202896,164.810737,17.543860,116.637167,76.477211,0,0
31585.02,71.200326,164.810734,17.543860,116.636146,76.477486,0,0
31586.02,71.182989,164.810375,17.543860,116.633037,76.479630,0,0
31587.02,71.180278,164.810080,17.543860,116.634052,76.481044,0,0
31588.02,71.197920,164.810227,17.543860,116.638079,76.480262,0,0
31589.02,71.180715,164.811049,17.543860,116.634918,76.482322,0,0
31590.02,71.178717,164.811671,17.543860,116.635958,76.483571,0,0
31591.02,71.199949,164.811751,17.543860,116.641175,76.482378,0,0
31592.02,71.196029,164.811420,17.543860,116.639596,76.482562,0,0
31593.02,71.179015,164.811104,17.543860,116.636380,76.484505,0,0
31594.02,71.199277,164.811156,17.543860,116.642563,76.484213,0,0
31595.02,71.194736,164.811921,17.543860,116.640721,76.484331,0,0
31596.02,71.177919,164.812610,17.543860,116.637472,76.486165,0,0
31597.02,71.177401,164.812767,17.543860,116.638593,76.487058,0,0
31598.02,71.199133,164.812459,17.543860,116.643618,76.485561,0,0
31599.02,71.193961,164.812110,17.543860,116.641540,76.485632,0,0
31600.02,71.177514,164.812075,17.543860,116.639481,76.488128,0,0
31601.02,71.199389,164.812751,17.543860,116.644428,76.486518,0,0
31602.02,71.193572,164.813485,17.543860,116.642142,76.486569,0,0
31603.02,71.177100,164.813715,17.647059,116.638901,76.488256,0,0
31604.02,71.177970,164.813438,17.647059,116.640190,76.488880,0,0
31605.02,71.199304,164.813055,17.647059,116.644931,76.487232,0,0
31606.02,71.191710,164.812939,17.647059,116.642234,76.487383,0,0
31607.02,71.176946,164.813509,17.647059,116.640347,76.489436,0,0
31608.02,71.198088,164.814272,17.647059,116.644783,76.487572,0,0
31609.02,71.189436,164.814561,17.647059,116.641602,76.487567,0,0
31610.02,71.173501,164.814322,17.647059,116.638230,76.488896,0,0
31611.02,71.177118,164.813902,17.647059,116.639607,76.488804,0,0
31612.02,71.198408,164.813696,17.647059,116.643611,76.486530,0,0
31613.02,71.174049,164.814129,17.647059,116.636446,76.487192,0,0
31614.02,71.179406,164.814897,17.647059,116.637864,76.486636,0,0
31615.02,71.200517,164.815225,17.647059,116.641478,76.484059,0,0
31616.02,71.190510,164.815013,17.647059,116.637439,76.483613,0,0
31617.02,71.176162,164.814560,17.647059,116.634010,76.484359,0,0
31618.02,71.183022,164.814264,17.647059,116.635617,76.483523,0,0
31619.02,71.192657,164.814546,17.647059,116.634735,76.480440,0,0
31620.02,71.178858,164.815304,17.647059,116.631494,76.481150,0,0
31621.02,71.187014,164.815679,17.647059,116.633401,76.480196,0,0
31622.02,71.206433,164.815507,17.647059,116.636495,76.477603,0,0
31623.02,71.194745,164.815036,17.647059,116.632236,76.477347,0,0
31624.02,71.181416,164.814679,17.647059,116.629258,76.478124,0,0
31625.02,71.208862,164.814825,17.647059,116.634371,76.474718,0,0
31626.02,71.196339,164.815564,17.647059,116.630117,76.474674,0,0
31627.02,71.183490,164.816008,17.647059,116.627425,76.475556,0,0
31628.02,71.193981,164.815902,17.647059,116.630027,76.474578,0,0
31629.02,71.210601,164.815435,17.647059,116.632618,76.472353,0,0
31630.02,71.197315,164.815042,17.647059,116.628386,76.472529,0,0
31631.02,71.196644,164.815085,17.647059,116.628907,76.472529,0,0
31632.02,71.211678,164.815795,17.647059,116.631189,76.470508,0,0
31633.02,71.197716,164.816316,17.647059,116.626982,76.470888,0,0
31634.02,71.186026,164.816299,17.647059,116.624849,76.471944,0,0
31635.02,71.198816,164.815861,17.647059,116.628077,76.470942,0,0
31636.02,71.212200,164.815442,17.647059,116.630016,76.469114,0,0
31637.02,71.186663,164.815404,17.647059,116.623967,76.470777,0,0
31638.02,71.200599,164.816076,17.647059,116.627468,76.469734,0,0
31639.02,71.212291,164.816671,17.647059,116.629035,76.468087,0,0
31640.02,71.197236,164.816748,17.647059,116.624881,76.468803,0,0
31641.02,71.187031,164.816361,17.647059,116.623274,76.469925,0,0
31642.02,71.202088,164.815927,17.647059,116.627021,76.468824,0,0
31643.02,71.196577,164.815817,17.647059,116.624075,76.468194,0,0
31644.02,71.187224,164.816431,17.647059,116.622725,76.469311,0,0
31645.02,71.203365,164.817098,17.647059,116.626692,76.468137,0,0
31646.02,71.211604,164.817263,17.647059,116.627467,76.466815,0,0
31647.02,71.195757,164.816934,17.647059,116.623378,76.467777,0,0
31648.02,71.187321,164.816498,17.647059,116.622282,76.468864,0,0
31649.02,71.204493,164.816325,17.647059,116.626440,76.467604,0,0
31650.02,71.194853,164.816852,17.647059,116.622752,76.467481,0,0
31651.02,71.187393,164.817583,17.647059,116.621908,76.468516,0,0
31652.02,71.205529,164.817835,17.647059,116.626226,76.467161,0,0
31653.02,71.210293,164.817565,17.647059,116.626172,76.466122,0,0
31654.02,71.193923,164.817130,17.647059,116.622168,76.467253,0,0
31655.02,71.187489,164.816908,17.647059,116.621576,76.468223,0,0
31656.02,71.209543,164.817328,17.647059,116.625565,76.465868,0,0
31657.02,71.193003,164.818101,17.647059,116.621619,76.467069,0,0
31658.02,71.187634,164.818440,17.647059,116.621284,76.467967,0,0
31659.02,71.207424,164.818236,17.647059,116.625850,76.466425,0,0
31660.02,71.208761,164.817801,17.647059,116.624982,76.465655,0,0
31661.02,71.192110,164.817536,17.647059,116.621104,76.466918,0,0
31662.02,71.208294,164.817846,17.647059,116.625679,76.466107,0,0
31663.02,71.207961,164.818636,17.647059,116.624420,76.465468,0,0
31664.02,71.191260,164.819056,17.543860,116.620620,76.466784,0,0
31665.02,71.188130,164.818929,17.543860,116.620809,76.467512,0,0
31666.02,71.209490,164.818498,17.543860,116.625590,76.465772,0,0
31667.02,71.208774,164.818191,17.543860,116.624208,76.465154,0,0
31668.02,71.190288,164.818397,17.543860,116.621030,76.467224,0,0
31669.02,71.211974,164.819187,17.543860,116.625992,76.465573,0,0
31670.02,71.210290,164.819686,17.543860,116.624607,76.465231,0,0
31671.02,71.193708,164.819647,17.543860,116.621223,76.466871,0,0
31672.02,71.191616,164.819245,17.543860,116.622055,76.467887,0,0
31673.02,71.213016,164.818914,17.543860,116.627274,76.466552,0,0
31674.02,71.193003,164.819032,17.543860,116.622840,76.468627,0,0
31675.02,71.191061,164.819822,17.543860,116.624000,76.469901,0,0
31676.02,71.212245,164.820414,17.543860,116.629385,76.468801,0,0
31677.02,71.208164,164.820475,17.543860,116.628009,76.469162,0,0
31678.02,71.190913,164.820127,17.543860,116.625037,76.471352,0,0
31679.02,71.189368,164.819790,17.543860,116.626377,76.472702,0,0
31680.02,71.205620,164.819833,17.543860,116.630209,76.472115,0,0
31681.02,71.188396,164.820596,17.543860,116.627250,76.474320,0,0
31682.02,71.187464,164.821280,17.543860,116.628660,76.475587,0,0
31683.02,71.208780,164.821436,17.543860,116.633960,76.474452,0,0
31684.02,71.203190,164.821136,17.543860,116.632144,76.474894,0,0
31685.02,71.186145,164.820795,17.543860,116.629142,76.477013,0,0
31686.02,71.207442,164.820765,17.543860,116.635750,76.476832,0,0
31687.02,71.201271,164.821457,17.543860,116.633668,76.477206,0,0
31688.02,71.184464,164.822208,17.543860,116.630621,76.479204,0,0
31689.02,71.185022,164.822450,17.543860,116.632090,76.480118,0,0
31690.02,71.206680,164.822190,17.543860,116.637129,76.478685,0,0
31691.02,71.199947,164.821830,17.543860,116.634804,76.478990,0,0
31692.02,71.183387,164.821732,17.543860,116.631733,76.480875,0,0
31693.02,71.206442,164.822319,17.543860,116.638175,76.480051,0,0
31694.02,71.199144,164.823109,17.543860,116.635635,76.480308,0,0
31695.02,71.182815,164.823426,17.543860,116.632566,76.482102,0,0
31696.02,71.184845,164.823211,17.543860,116.634161,76.482692,0,0
31697.02,71.206603,164.822825,17.543860,116.638974,76.481025,0,0
31698.02,71.198731,164.822659,17.543860,116.636247,76.481259,0,0
31699.02,71.185342,164.823130,17.647059,116.634886,76.483448,0,0
31700.02,71.206305,164.823938,17.647059,116.639436,76.481764,0,0
31701.02,71.196802,164.824318,17.647059,116.636341,76.482089,0,0
31702.02,71.180638,164.824157,17.647059,116.633282,76.483764,0,0
31703.02,71.184401,164.823751,17.647059,116.635055,76.483992,0,0
31704.02,71.204897,164.823512,17.647059,116.639232,76.482107,0,0
31705.02,71.179171,164.823852,17.647059,116.632546,76.483595,0,0
31706.02,71.184715,164.824658,17.647059,116.634311,76.483318,0,0
31707.02,71.205054,164.825082,17.647059,116.637984,76.481044,0,0
31708.02,71.194231,164.824963,17.647059,116.633998,76.480899,0,0
31709.02,71.179854,164.824535,17.647059,116.630755,76.481844,0,0
31710.02,71.187155,164.824215,17.647059,116.632556,76.481097,0,0
31711.02,71.195664,164.824403,17.647059,116.631495,76.478243,0,0
31712.02,71.182101,164.825174,17.647059,116.628316,76.478969,0,0
31713.02,71.190915,164.825639,17.647059,116.630304,76.477940,0,0
31714.02,71.209806,164.825555,17.647059,116.633170,76.475329,0,0
31715.02,71.197833,164.825110,17.647059,116.628783,76.475055,0,0
31716.02,71.184911,164.824726,17.647059,116.625811,76.475739,0,0
31717.02,71.212617,164.824773,17.647059,116.630683,76.472088,0,0
31718.02,71.199919,164.825492,17.647059,116.626294,76.471973,0,0
31719.02,71.187555,164.826012,17.647059,116.623606,76.472720,0,0
31720.02,71.198851,164.825987,17.647059,116.626239,76.471553,0,0
31721.02,71.214912,164.825545,17.647059,116.628548,76.469240,0,0
31722.02,71.201488,164.825120,17.647059,116.624203,76.469339,0,0
31723.02,71.202110,164.825066,17.647059,116.624794,76.469023,0,0
31724.02,71.216515,164.825723,17.647059,116.626804,76.466932,0,0
31725.02,71.202421,164.826307,17.647059,116.622513,76.467252,0,0
31726.02,71.191240,164.826366,17.647059,116.620428,76.468190,0,0
31727.02,71.204769,164.825957,17.647059,116.623716,76.467027,0,0
31728.02,71.217455,164.825509,17.647059,116.625394,76.465156,0,0
31729.02,71.192289,164.825383,17.647059,116.619356,76.466680,0,0
31730.02,71.206911,164.825973,17.647059,116.622925,76.465498,0,0
31731.02,71.217849,164.826622,17.647059,116.624242,76.463831,0,0
31732.02,71.202657,164.826773,17.647059,116.620049,76.464526,0,0
31733.02,71.192956,164.826423,17.647059,116.618526,76.465564,0,0
31734.02,71.208649,164.825965,17.647059,116.622344,76.464342,0,0
31735.02,71.217825,164.825780,17.647059,116.623277,76.462863,0,0
31736.02,71.193365,164.826292,17.647059,116.617875,76.464747,0,0
31737.02,71.210092,164.827002,17.647059,116.621908,76.463465,0,0
31738.02,71.217504,164.827242,17.647059,116.622442,76.462157,0,0
31739.02,71.201538,164.826961,17.647059,116.618340,76.463117,0,0
31740.02,71.193623,164.826509,17.647059,116.617345,76.464134,0,0
31741.02,71.211332,164.826272,17.647059,116.621561,76.462775,0,0
31742.02,71.200745,164.826686,17.647059,116.617631,76.462679,0,0
31743.02,71.193819,164.827447,17.647059,116.616892,76.463648,0,0
31744.02,71.212438,164.827772,17.647059,116.621261,76.462204,0,0
31745.02,71.216350,164.827561,17.647059,116.620975,76.461197,0,0
31746.02,71.199897,164.827119,17.647059,116.616977,76.462338,0,0
31747.02,71.194008,164.826842,17.647059,116.616497,76.463248,0,0
31748.02,71.215634,164.827145,17.647059,116.620303,76.460854,0,0
31749.02,71.199033,164.827932,17.647059,116.616372,76.462069,0,0
31750.02,71.194221,164.828344,17.647059,116.616155,76.462908,0,0
31751.02,71.214373,164.828207,17.647059,116.620751,76.461294,0,0
31752.02,71.214866,164.827775,17.647059,116.619666,76.460569,0,0
31753.02,71.198179,164.827463,17.647059,116.615811,76.461847,0,0
31754.02,71.215229,164.827658,17.647059,116.620522,76.460912,0,0
31755.02,71.214069,164.828443,17.647059,116.619052,76.460320,0,0
31756.02,71.197359,164.828936,17.647059,116.615282,76.461651,0,0
31757.02,71.194813,164.828881,17.647059,116.615593,76.462319,0,0
31758.02,71.216023,164.828462,17.647059,116.620292,76.460551,0,0
31759.02,71.213261,164.828116,17.647059,116.618454,76.460088,0,0
31760.02,71.195226,164.828210,17.647059,116.615353,76.462033,0,0
31761.02,71.216756,164.828969,17.647059,116.620052,76.460199,0,0
31762.02,71.212455,164.829534,17.647059,116.617865,76.459861,0,0
31763.02,71.195895,164.829562,17.543860,116.614295,76.461271,0,0
31764.02,71.195730,164.829169,17.543860,116.615135,76.461740,0,0
31765.02,71.217958,164.828790,17.543860,116.619918,76.459809,0,0
31766.02,71.197309,164.828791,17.543860,116.614246,76.460919,0,0
31767.02,71.198050,164.829506,17.543860,116.615365,76.461399,0,0
31768.02,71.220380,164.830138,17.543860,116.620287,76.459583,0,0
31769.02,71.214866,164.830252,17.543860,116.618039,76.459553,0,0
31770.02,71.198556,164.829907,17.543860,116.614923,76.461285,0,0
31771.02,71.199452,164.829516,17.543860,116.616416,76.462049,0,0
31772.02,71.214571,164.829448,17.543860,116.619401,76.460963,0,0
31773.02,71.197888,164.830108,17.543860,116.616576,76.463049,0,0
31774.02,71.198961,164.830826,17.543860,116.618400,76.464070,0,0
31775.02,71.220378,164.831040,17.543860,116.623660,76.462845,0,0
31776.02,71.212657,164.830763,17.543860,116.621487,76.463521,0,0
31777.02,71.195841,164.830386,17.543860,116.618813,76.465791,0,0
31778.02,71.197338,164.830273,17.543860,116.620819,76.466884,0,0
31779.02,71.210081,164.830859,17.543860,116.623716,76.466501,0,0
31780.02,71.193377,164.831652,17.543860,116.621069,76.468779,0,0
31781.02,71.195512,164.831969,17.543860,116.623144,76.469783,0,0
31782.02,71.216629,164.831760,17.543860,116.628223,76.468559,0,0
31783.02,71.207627,164.831391,17.543860,116.625680,76.469308,0,0
31784.02,71.191185,164.831238,17.543860,116.623004,76.471489,0,0
31785.02,71.215146,164.831722,17.543860,116.630003,76.470970,0,0
31786.02,71.205688,164.832556,17.543860,116.627232,76.471645,0,0
31787.02,71.189570,164.832960,17.543860,116.624524,76.473696,0,0
31788.02,71.193241,164.832819,17.543860,116.626655,76.474337,0,0
31789.02,71.214237,164.832442,17.543860,116.631369,76.472851,0,0
31790.02,71.204352,164.832239,17.543860,116.628394,76.473452,0,0
31791.02,71.193006,164.832610,17.543860,116.627856,76.475840,0,0
31792.02,71.213850,164.833451,17.543860,116.632397,76.474242,0,0
31793.02,71.203541,164.833921,17.543860,116.629249,76.474789,0,0
31794.02,71.188072,164.833848,17.543860,116.626544,76.476614,0,0
31795.02,71.193254,164.833465,17.543860,116.628796,76.476920,0,0
31796.02,71.213858,164.833202,17.543860,116.633174,76.475240,0,0
31797.02,71.187955,164.833452,17.647059,116.627213,76.477505,0,0
31798.02,71.193850,164.834282,17.647059,116.629554,76.477680,0,0
31799.02,71.213184,164.834810,17.647059,116.633565,76.476022,0,0
31800.02,71.201123,164.834798,17.647059,116.629989,76.476613,0,0
31801.02,71.186086,164.834420,17.647059,116.627329,76.478282,0,0
31802.02,71.193076,164.834102,17.647059,116.629748,76.478204,0,0
31803.02,71.198876,164.834222,17.647059,116.629348,76.476776,0,0
31804.02,71.184833,164.835009,17.647059,116.626614,76.478077,0,0
31805.02,71.193633,164.835587,17.647059,116.629016,76.477484,0,0
31806.02,71.211369,164.835621,17.647059,116.631929,76.475312,0,0
31807.02,71.198638,164.835238,17.647059,116.627647,76.475401,0,0
31808.02,71.185731,164.834861,17.647059,116.624854,76.476301,0,0
31809.02,71.213102,164.834847,17.647059,116.629663,76.472840,0,0
31810.02,71.200094,164.835545,17.647059,116.625172,76.472771,0,0
