Time(s),HeartRate(1/min),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),MeanArterialPressure(mmHg),OxygenSaturation,CoreTemperature(degC),CardiacOutput(L/min),HeartStrokeVolume(mL),TidalVolume(mL),ArterialBloodPH,AchievedExerciseLevel,Glucose-BloodConcentration(mg/dL)
10669.14,94.08,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.52,7.43,0,75.58,0
10670.14,94.08,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.52,7.43,0,75.58,0
10671.14,94.12,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.52,7.43,0,75.58,0
10672.14,94.11,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.52,7.43,0,75.58,0
10673.14,94.08,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.50,7.43,0,75.58,0
10674.14,94.08,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.50,7.43,0,75.57,0
10675.14,94.12,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.50,7.43,0,75.57,0
10676.14,94.09,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.50,7.43,0,75.57,0
10677.14,94.08,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.49,7.43,0,75.57,0
10678.14,94.10,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.49,7.43,0,75.57,0
10679.14,94.12,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.49,7.43,0,75.57,0
10680.14,94.09,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.49,7.43,0,75.57,0
10681.14,94.08,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.48,7.43,0,75.57,0
10682.14,94.10,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.48,7.43,0,75.56,0
10683.14,94.11,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.48,7.43,0,75.56,0
10684.14,94.10,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.48,7.43,0,75.56,0
10685.14,94.08,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.47,7.43,0,75.56,0
10686.14,94.10,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.47,7.43,0,75.56,0
10687.14,94.12,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.47,7.43,0,75.56,0
10688.14,94.10,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.47,7.43,0,75.56,0
10689.14,94.08,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.47,7.43,0,75.56,0
10690.14,94.10,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.47,7.43,0,75.55,0
10691.14,94.12,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.47,7.43,0,75.55,0
10692.14,94.08,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.47,7.43,0,75.55,0
10693.14,94.08,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.55,0
10694.14,94.12,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.46,7.43,0,75.55,0
10695.14,94.12,15.46,122.8,88.8,106.5,0.980,35.90,6.37,67.7,570.46,7.43,0,75.55,0
10696.14,94.09,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.55,0
10697.14,94.08,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.55,0
10698.14,94.12,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.54,0
10699.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.54,0
10700.14,94.09,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.54,0
10701.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.54,0
10702.14,94.12,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.54,0
10703.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.54,0
10704.14,94.09,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.54,0
10705.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.54,0
10706.14,94.12,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.54,0
10707.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.53,0
10708.14,94.08,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.53,0
10709.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.53,0
10710.14,94.12,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.53,0
10711.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.53,0
10712.14,94.09,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.53,0
10713.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.53,0
10714.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.53,0
10715.14,94.09,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.52,0
10716.14,94.09,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.52,0
10717.14,94.12,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.52,0
10718.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.52,0
10719.14,94.09,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.52,0
10720.14,94.09,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.52,0
10721.14,94.12,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.52,0
10722.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.52,0
10723.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.52,0
10724.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.51,0
10725.14,94.12,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.51,0
10726.14,94.12,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.51,0
10727.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.51,0
10728.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.51,0
10729.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.51,0
10730.14,94.12,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.51,0
10731.14,94.09,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.51,0
10732.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.51,0
10733.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.51,0
10734.14,94.12,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.50,0
10735.14,94.09,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.50,0
10736.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.50,0
10737.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.50,0
10738.14,94.12,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.50,0
10739.14,94.09,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.50,0
10740.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.50,0
10741.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.50,0
10742.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.50,0
10743.14,94.09,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.49,0
10744.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.49,0
10745.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.49,0
10746.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.46,7.43,0,75.49,0
10747.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.45,7.43,0,75.49,0
10748.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.45,7.43,0,75.49,0
10749.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.45,7.43,0,75.49,0
10750.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.45,7.43,0,75.49,0
10751.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.45,7.43,0,75.49,0
10752.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.45,7.43,0,75.49,0
10753.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.45,7.43,0,75.49,0
10754.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.45,7.43,0,75.48,0
10755.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.45,7.43,0,75.48,0
10756.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.45,7.43,0,75.48,0
10757.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.45,7.43,0,75.48,0
10758.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.45,7.43,0,75.48,0
10759.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.44,7.43,0,75.48,0
10760.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.44,7.43,0,75.48,0
10761.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.44,7.43,0,75.48,0
10762.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.44,7.43,0,75.48,0
10763.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.43,7.43,0,75.47,0
10764.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.43,7.43,0,75.47,0
10765.14,94.12,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.43,7.43,0,75.47,0
10766.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.43,7.43,0,75.47,0
10767.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.43,7.43,0,75.47,0
10768.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.43,7.43,0,75.47,0
10769.14,94.12,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.43,7.43,0,75.47,0
10770.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.42,7.43,0,75.47,0
10771.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.42,7.43,0,75.47,0
10772.14,94.14,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.42,7.43,0,75.46,0
10773.14,94.12,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.42,7.43,0,75.46,0
10774.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.41,7.43,0,75.46,0
10775.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.41,7.43,0,75.46,0
10776.14,94.14,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.41,7.43,0,75.46,0
10777.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.41,7.43,0,75.46,0
10778.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.40,7.43,0,75.45,0
10779.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.40,7.43,0,75.45,0
10780.14,94.14,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.40,7.43,0,75.45,0
10781.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.40,7.43,0,75.45,0
10782.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.39,7.43,0,75.44,0
10783.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.39,7.43,0,75.44,0
10784.14,94.14,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.39,7.43,0,75.44,0
10785.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.39,7.43,0,75.43,0
10786.14,94.10,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.38,7.43,0,75.43,0
10787.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.38,7.43,0,75.42,0
10788.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.38,7.43,0,75.42,0
10789.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.38,7.43,0,75.41,0
10790.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.37,7.43,0,75.41,0
10791.14,94.13,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.37,7.43,0,75.40,0
10792.14,94.14,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.37,7.43,0,75.40,0
10793.14,94.12,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.37,7.43,0,75.39,0
10794.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.35,7.43,0,75.39,0
10795.14,94.15,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.35,7.43,0,75.38,0
10796.14,94.14,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.35,7.43,0,75.38,0
10797.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.34,7.43,0,75.37,0
10798.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.34,7.43,0,75.36,0
10799.14,94.15,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.34,7.43,0,75.35,0
10800.14,94.14,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.34,7.43,0,75.35,0
10801.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.32,7.43,0,75.34,0
10802.14,94.11,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.32,7.43,0,75.33,0
10803.14,94.15,15.46,122.8,88.8,106.4,0.980,35.90,6.37,67.7,570.32,7.43,0,75.32,0
10804.14,94.12,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.32,7.43,0,75.32,0
10805.14,94.11,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.30,7.43,0,75.31,0
10806.14,94.13,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.30,7.43,0,75.30,0
10807.14,94.14,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.30,7.43,0,75.29,0
10808.14,94.12,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.30,7.43,0,75.28,0
10809.14,94.11,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.28,7.43,0,75.27,0
10810.14,94.13,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.28,7.43,0,75.26,0
10811.14,94.14,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.28,7.43,0,75.24,0
10812.14,94.12,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.28,7.43,0,75.22,0
10813.14,94.11,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.26,7.43,0,75.18,0
10814.14,94.12,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.26,7.43,0,75.15,0
10815.14,94.14,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.26,7.43,0,75.11,0
10816.14,94.12,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.26,7.43,0,75.06,0
10817.14,94.11,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.23,7.43,0,75.01,0
10818.14,94.12,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.23,7.43,0,74.96,0
10819.14,94.14,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.23,7.43,0,74.91,0
10820.14,94.11,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.23,7.43,0,74.86,0
10821.14,94.11,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.19,7.43,0,74.80,0
10822.14,94.14,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.19,7.43,0,74.74,0
10823.14,94.14,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.19,7.43,0,74.68,0
10824.14,94.11,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.19,7.43,0,74.62,0
10825.14,94.10,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.15,7.43,0,74.56,0
10826.14,94.14,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.15,7.43,0,74.50,0
10827.14,94.12,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.15,7.43,0,74.44,0
10828.14,94.11,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.10,7.43,0,74.38,0
10829.14,94.11,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.10,7.43,0,74.31,0
10830.14,94.13,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.10,7.43,0,74.25,0
10831.14,94.12,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.10,7.43,0,74.19,0
10832.14,94.11,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.05,7.43,0,74.12,0
10833.14,94.11,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.05,7.43,0,74.06,0
10834.14,94.13,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.05,7.43,0,74.00,0
10835.14,94.12,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,570.05,7.43,0,73.93,0
10836.14,94.10,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,569.98,7.43,0,73.87,0
10837.14,94.11,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,569.98,7.43,0,73.82,0
10838.14,94.14,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,569.98,7.43,0,73.78,0
10839.14,94.12,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,569.98,7.43,0,73.74,0
10840.14,94.10,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,569.91,7.43,0,73.70,0
10841.14,94.11,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,569.91,7.43,0,73.67,0
10842.14,94.14,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.7,569.91,7.43,0,73.65,0
10843.14,94.10,15.46,122.8,88.8,106.4,0.980,35.89,6.37,67.6,569.91,7.43,0,73.63,0
10844.14,94.10,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,569.83,7.43,0,73.62,0
10845.14,94.12,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.7,569.83,7.43,0,73.60,0
10846.14,94.13,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.7,569.83,7.43,0,73.59,0
10847.14,94.10,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,569.83,7.43,0,73.59,0
10848.14,94.09,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,574.19,7.43,0,73.58,0
10849.14,94.12,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,574.19,7.43,0,73.58,0
10850.14,94.13,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,574.19,7.43,0,73.57,0
10851.14,94.10,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,574.19,7.43,0,73.57,0
10852.14,94.10,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,574.08,7.43,0,73.57,0
10853.14,94.12,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,574.08,7.43,0,73.58,0
10854.14,94.12,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,574.08,7.43,0,73.58,0
10855.14,94.10,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,574.08,7.43,0,73.58,0
10856.14,94.10,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,573.96,7.43,0,73.59,0
10857.14,94.12,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.96,7.43,0,73.59,0
10858.14,94.12,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.96,7.43,0,73.59,0
10859.14,94.09,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,573.85,7.43,0,73.60,0
10860.14,94.10,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,573.85,7.43,0,73.60,0
10861.14,94.13,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.85,7.43,0,73.61,0
10862.14,94.12,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.85,7.43,0,73.62,0
10863.14,94.09,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,573.74,7.43,0,73.62,0
10864.14,94.10,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,573.74,7.43,0,73.63,0
10865.14,94.13,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.74,7.43,0,73.64,0
10866.14,94.13,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.74,7.43,0,73.64,0
10867.14,94.10,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,573.65,7.43,0,73.65,0
10868.14,94.12,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.65,7.43,0,73.66,0
10869.14,94.14,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.65,7.43,0,73.67,0
10870.14,94.11,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,573.65,7.43,0,73.67,0
10871.14,94.10,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,573.57,7.43,0,73.68,0
10872.14,94.13,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.57,7.43,0,73.69,0
10873.14,94.14,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.57,7.43,0,73.70,0
10874.14,94.12,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,573.57,7.43,0,73.71,0
10875.14,94.11,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,573.50,7.43,0,73.72,0
10876.14,94.13,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.50,7.43,0,73.73,0
10877.14,94.14,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.50,7.43,0,73.73,0
10878.14,94.12,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,573.50,7.43,0,73.74,0
10879.14,94.11,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,573.44,7.43,0,73.75,0
10880.14,94.13,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.44,7.43,0,73.76,0
10881.14,94.14,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.44,7.43,0,73.77,0
10882.14,94.13,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.44,7.43,0,73.78,0
10883.14,94.12,15.54,122.8,88.8,106.4,0.980,35.89,6.36,67.6,573.39,7.43,0,73.79,0
10884.14,94.15,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.39,7.43,0,73.80,0
10885.14,94.15,15.54,122.8,88.8,106.4,0.980,35.89,6.37,67.6,573.39,7.43,0,73.81,0
10886.14,94.12,15.54,122.7,88.8,106.4,0.980,35.89,6.36,67.6,573.37,7.43,0,73.82,0
10887.14,94.12,15.54,122.7,88.8,106.4,0.980,35.89,6.37,67.6,573.37,7.43,0,73.83,0
10888.14,94.16,15.54,122.7,88.8,106.4,0.980,35.89,6.37,67.6,573.37,7.43,0,73.84,0
10889.14,94.15,15.54,122.7,88.8,106.4,0.980,35.89,6.37,67.6,573.37,7.43,0,73.85,0
10890.14,94.12,15.54,122.7,88.8,106.4,0.980,35.89,6.37,67.6,573.35,7.43,0,73.86,0
10891.14,94.14,15.54,122.7,88.8,106.4,0.980,35.89,6.37,67.6,573.35,7.43,0,73.87,0
10892.14,94.16,15.54,122.7,88.8,106.4,0.980,35.89,6.37,67.6,573.35,7.43,0,73.88,0
10893.14,94.14,15.54,122.7,88.8,106.4,0.980,35.89,6.37,67.6,573.35,7.43,0,73.89,0
10894.14,94.13,15.54,122.7,88.8,106.4,0.980,35.89,6.37,67.6,573.35,7.43,0,73.90,0
10895.14,94.15,15.54,122.7,88.8,106.4,0.980,35.89,6.37,67.6,573.35,7.43,0,73.91,0
10896.14,94.17,15.54,122.7,88.8,106.4,0.980,35.89,6.37,67.6,573.35,7.43,0,73.92,0
10897.14,94.15,15.54,122.7,88.8,106.4,0.980,35.89,6.37,67.6,573.35,7.43,0,73.94,0
10898.14,94.13,15.54,122.7,88.7,106.4,0.980,35.89,6.37,67.6,573.36,7.43,0,73.95,0
10899.14,94.15,15.54,122.7,88.8,106.4,0.980,35.89,6.37,67.6,573.36,7.43,0,73.96,0
10900.14,94.17,15.54,122.7,88.8,106.4,0.980,35.89,6.37,67.6,573.36,7.43,0,73.97,0
10901.14,94.15,15.54,122.7,88.7,106.4,0.980,35.89,6.37,67.6,573.36,7.43,0,73.98,0
10902.14,94.14,15.54,122.7,88.7,106.4,0.980,35.89,6.37,67.6,573.39,7.43,0,73.99,0
10903.14,94.16,15.54,122.7,88.7,106.4,0.980,35.89,6.37,67.6,573.39,7.43,0,74.00,0
10904.14,94.17,15.54,122.7,88.7,106.4,0.980,35.89,6.37,67.6,573.39,7.43,0,74.01,0
10905.14,94.15,15.54,122.7,88.7,106.4,0.980,35.89,6.37,67.6,573.39,7.43,0,74.02,0
10906.14,94.14,15.54,122.7,88.7,106.4,0.980,35.89,6.37,67.6,573.43,7.43,0,74.03,0
10907.14,94.18,15.54,122.7,88.7,106.4,0.980,35.89,6.37,67.6,573.43,7.43,0,74.04,0
10908.14,94.18,15.54,122.7,88.7,106.4,0.980,35.89,6.37,67.6,573.43,7.43,0,74.05,0
10909.14,94.14,15.54,122.7,88.7,106.4,0.980,35.89,6.37,67.6,573.43,7.43,0,74.06,0
10910.14,94.14,15.54,122.7,88.7,106.4,0.980,35.89,6.37,67.6,573.48,7.43,0,74.07,0
